#,original,noisy,hamming,input delta
63,3.5,5.2,0,-1.7000000000000002
64,3.4,3,57,0.3999999999999999
65,3.2,3.9,25,-0.6999999999999997
66,2.8,2,17,0.7999999999999998
67,2.3,1.6,20,0.6999999999999997
68,1.7,-0.1,0,1.8
69,0.9,1.3,57,-0.4
70,0,-0.1,100,0.1
71,-1,-1.4,97,0.3999999999999999
72,-2,-2.9,10,0.8999999999999999
73,-3,-3.1,100,0.10000000000000009
74,-4,-3.9,100,-0.10000000000000009
75,-5,-4.9,100,-0.09999999999999964
76,-5.9,-5.7,77,-0.20000000000000018
77,-6.7,-6.3,82,-0.40000000000000036
78,-7.3,-6.9,52,-0.39999999999999947
79,-7.8,-7.3,47,-0.5
80,-8.1,-8.2,100,0.09999999999999964
81,-8.2,-8.9,7,0.7000000000000011
82,-8,-7.8,100,-0.20000000000000018
83,-7.7,-8.2,100,0.4999999999999991
84,-7.1,-6.8,72,-0.2999999999999998
85,-6.3,-5.8,57,-0.5
86,-5.3,-6.2,22,0.9000000000000004
87,-4.2,-3.4,32,-0.8000000000000003
88,-2.9,-3.3,100,0.3999999999999999
89,-1.5,-2.6,2,1.1
90,0,-0.9,0,0.9
91,1.5,1.8,70,-0.30000000000000004
92,3,1.9,0,1.1
93,4.4,4.3,100,0.10000000000000053
94,5.8,5.8,100,0
95,7,8.2,40,-1.1999999999999993
96,8,9,45,-1
97,8.9,7.2,0,1.7000000000000002
98,9.5,9.3,75,0.1999999999999993
99,9.9,10.3,90,-0.40000000000000036
100,10,9.5,95,0.5
101,9.9,8.5,0,1.4000000000000004
102,9.5,10.2,92,-0.6999999999999993
103,8.9,8.7,60,0.20000000000000107
104,8,8.1,100,-0.09999999999999964
105,7,6.7,97,0.2999999999999998
106,5.8,5.4,97,0.39999999999999947
107,4.4,4.8,100,-0.39999999999999947
108,3,3.4,57,-0.3999999999999999
109,1.5,0.6,15,0.9
110,0,0.7,50,-0.7
111,-1.5,-2.7,2,1.2000000000000002
112,-2.9,-2.7,100,-0.19999999999999973
113,-4.2,-3.2,30,-1
114,-5.3,-6.4,17,1.1000000000000005
115,-6.3,-7.1,55,0.7999999999999998
116,-7.1,-7.3,80,0.20000000000000018
117,-7.7,-8.4,97,0.7000000000000002
118,-8,-7.2,30,-0.7999999999999998
119,-8.2,-8.7,57,0.5
120,-8.1,-8.7,57,0.5999999999999996
121,-7.8,-8.2,100,0.39999999999999947
122,-7.3,-9.5,0,2.2
123,-6.7,-6.5,90,-0.20000000000000018
124,-5.9,-6.2,67,0.2999999999999998
125,-5,-5.7,72,0.7000000000000002
126,-4,-5.1,30,1.0999999999999996
127,-3,-3,100,0
128,-2,-1.8,92,-0.19999999999999996
129,-1,0,0,-1
130,0,-0.1,100,0.1
131,0.9,1.1,77,-0.20000000000000007
132,1.7,1.7,100,0
133,2.3,2,70,0.2999999999999998
134,2.8,2.7,90,0.09999999999999964
135,3.2,3.6,92,-0.3999999999999999
136,3.4,3.3,97,0.10000000000000009
137,3.5,2.1,0,1.4
138,3.5,1.9,0,1.6
139,3.3,2.5,17,0.7999999999999998
140,3.1,3.4,92,-0.2999999999999998
141,2.8,2.5,70,0.2999999999999998
142,2.4,1.2,2,1.2
143,1.9,2.7,12,-0.8000000000000003
144,1.5,0.8,27,0.7
145,1.1,0.3,12,0.8
146,0.7,-0.3,50,1
147,0.4,1.9,0,-1.5
148,0.2,0,95,0.2
149,0,-0.8,0,0.8
150,0,0.1,100,-0.1
151,0,-0.4,90,0.4
152,0.2,-0.1,95,0.30000000000000004
153,0.4,0.6,80,-0.19999999999999996
154,0.7,1.1,52,-0.40000000000000013
155,1.1,0.9,77,0.20000000000000007
156,1.5,0.9,50,0.6
157,1.9,1.4,60,0.5
158,2.4,2.6,77,-0.20000000000000018
159,2.8,2.9,97,-0.10000000000000009
160,3.1,2.7,42,0.3999999999999999
161,3.3,3.7,95,-0.40000000000000036
162,3.5,3.7,97,-0.20000000000000018
163,3.5,4.5,0,-1
164,3.4,4,0,-0.6000000000000001
165,3.2,2.7,40,0.5
166,2.8,2.5,70,0.2999999999999998
167,2.3,1.4,12,0.8999999999999999
168,1.7,1.6,92,0.09999999999999987
169,0.9,0.5,47,0.4
170,0,0,100,0
171,-1,-0.9,97,-0.09999999999999998
172,-2,-2.5,15,0.5
173,-3,-3.4,97,0.3999999999999999
174,-4,-4.9,30,0.9000000000000004
175,-5,-6,37,1
176,-5.9,-6.7,47,0.7999999999999998
177,-6.7,-6.8,100,0.09999999999999964
178,-7.3,-6,10,-1.2999999999999998
179,-7.8,-8.6,75,0.7999999999999998
180,-8.1,-7.8,100,-0.2999999999999998
181,-8.2,-8.7,57,0.5
182,-8,-8.1,100,0.09999999999999964
183,-7.7,-7.5,67,-0.20000000000000018
184,-7.1,-6.2,52,-0.8999999999999995
185,-6.3,-5.5,30,-0.7999999999999998
186,-5.3,-5.6,85,0.2999999999999998
187,-4.2,-4.7,57,0.5
188,-2.9,-4,30,1.1
189,-1.5,-0.3,0,-1.2
190,0,-1.8,0,1.8
191,1.5,1.4,97,0.10000000000000009
192,3,3.4,57,-0.3999999999999999
193,4.4,5.1,57,-0.6999999999999993
194,5.8,5.9,100,-0.10000000000000053
195,7,7.3,100,-0.2999999999999998
196,8,7.1,42,0.9000000000000004
197,8.9,8.7,60,0.20000000000000107
198,9.5,9.3,75,0.1999999999999993
199,9.9,10.8,0,-0.9000000000000004
Average,58.22
