#,original,noisy,hamming,input delta
165,3.2,2.5,50,0.7
166,2.8,3.8,50,-1
167,2.3,1.8,40,0.5
168,1.7,1.5,90,0.2
169,0.9,1.1,72,-0.2
170,0,-0.9,40,0.9
171,-1,-0.8,80,-0.2
172,-2,-2.2,100,0.2
173,-3,-3.2,72,0.2
174,-4,-4.8,82,0.8
175,-5,-5.3,97,0.3
176,-5.9,-6.7,32,0.8
177,-6.7,-6.2,67,-0.5
178,-7.3,-6.7,85,-0.6
179,-7.8,-7.9,100,0.1
180,-8.1,-7.3,97,-0.8
181,-8.2,-8.9,97,0.7
182,-8,-7.4,100,-0.6
183,-7.7,-7.6,100,-0.1
184,-7.1,-7.2,100,0.1
185,-6.3,-6.9,57,0.6
186,-5.3,-5.5,92,0.2
187,-4.2,-4.5,100,0.3
188,-2.9,-3,95,0.1
189,-1.5,-1.7,97,0.2
190,0,-0.5,97,0.5
191,1.5,0.8,25,0.7
192,3,3.6,67,-0.6
193,4.4,4.9,37,-0.5
194,5.8,4.9,77,0.9
195,7,7.6,72,-0.6
196,8,7.4,65,0.6
197,8.9,8.6,95,0.3
198,9.5,9,100,0.5
199,9.9,10.4,97,-0.5
Average,77.435,,,
