#,original,noisy,hamming,input delta
71,-1,3.3,0,-4.3
72,-2,-1.9,100,-0.10000000000000009
73,-3,0.4,0,-3.4
74,-4,-3.9,77,-0.10000000000000009
75,-5,-6.7,15,1.7000000000000002
76,-5.9,-4.9,82,-1
77,-6.7,-6.3,70,-0.40000000000000036
78,-7.3,-2.9,0,-4.4
79,-7.8,-8.7,97,0.8999999999999995
80,-8.1,-4,0,-4.1
81,-8.2,-6.3,52,-1.8999999999999995
82,-8,-11,0,3
83,-7.7,-12,0,4.3
84,-7.1,-4.6,0,-2.5
85,-6.3,-7.9,52,1.6000000000000005
86,-5.3,-6.1,85,0.7999999999999998
87,-4.2,-7.8,0,3.5999999999999996
88,-2.9,-1.7,80,-1.2
89,-1.5,-0.9,62,-0.6
90,0,0.7,55,-0.7
91,1.5,4.2,0,-2.7
92,3,5.4,0,-2.4000000000000004
93,4.4,0.2,0,4.2
94,5.8,3,0,2.8
95,7,9.8,0,-2.8000000000000007
96,8,11.4,0,-3.4000000000000004
97,8.9,12,0,-3.0999999999999996
98,9.5,10.5,95,-1
99,9.9,7.2,0,2.7
100,10,10.8,95,-0.8000000000000007
101,9.9,12.3,0,-2.4000000000000004
102,9.5,11.1,40,-1.5999999999999996
103,8.9,9,100,-0.09999999999999964
104,8,4.6,17,3.4000000000000004
105,7,6,92,1
106,5.8,11.5,0,-5.7
107,4.4,4.2,97,0.20000000000000018
108,3,1.9,2,1.1
109,1.5,1.6,97,-0.10000000000000009
110,0,-0.2,100,0.2
111,-1.5,-2.5,77,1
112,-2.9,4.2,0,-7.1
113,-4.2,0.3,0,-4.5
114,-5.3,-3.3,40,-2
115,-6.3,-4.7,40,-1.5999999999999996
116,-7.1,-12.2,0,5.1
117,-7.7,-8.6,97,0.8999999999999995
118,-8,-10.1,0,2.0999999999999996
119,-8.2,-7.7,100,-0.4999999999999991
120,-8.1,-3.8,0,-4.3
121,-7.8,-11.2,0,3.3999999999999995
122,-7.3,-8.6,95,1.2999999999999998
123,-6.7,-9.3,35,2.6000000000000005
124,-5.9,-4,65,-1.9000000000000004
125,-5,-4.5,92,-0.5
126,-4,-7,0,3
127,-3,-2.6,95,-0.3999999999999999
128,-2,-4.7,0,2.7
129,-1,-1.4,70,0.3999999999999999
130,0,-1.6,2,1.6
131,0.9,1.8,45,-0.9
132,1.7,1.8,97,-0.10000000000000009
133,2.3,10.2,0,-7.8999999999999995
134,2.8,0.1,0,2.6999999999999997
135,3.2,0.4,0,2.8000000000000003
136,3.4,3.6,97,-0.20000000000000018
137,3.5,8.3,0,-4.800000000000001
138,3.5,-1.8,0,5.3
139,3.3,4.9,15,-1.6000000000000005
140,3.1,2.5,55,0.6000000000000001
141,2.8,-0.6,0,3.4
142,2.4,-1.1,0,3.5
143,1.9,3.7,0,-1.8000000000000003
144,1.5,-1.1,0,2.6
145,1.1,-0.4,5,1.5
146,0.7,1.7,17,-1
147,0.4,-0.5,85,0.9
148,0.2,1.4,0,-1.2
149,0,-1.9,0,1.9
150,0,-1.7,2,1.7
151,0,-0.6,95,0.6
152,0.2,4.7,0,-4.5
153,0.4,-3.9,0,4.3
154,0.7,-1.5,5,2.2
155,1.1,3.5,0,-2.4
156,1.5,3.3,0,-1.7999999999999998
157,1.9,1.6,75,0.2999999999999998
158,2.4,3.1,35,-0.7000000000000002
159,2.8,5.6,0,-2.8
160,3.1,5.9,0,-2.8000000000000003
161,3.3,6.1,0,-2.8
162,3.5,3.7,97,-0.20000000000000018
163,3.5,5.4,0,-1.9000000000000004
164,3.4,-0.4,0,3.8
165,3.2,4.1,70,-0.8999999999999995
166,2.8,-1.4,0,4.199999999999999
167,2.3,0.6,0,1.6999999999999997
168,1.7,1.9,82,-0.19999999999999996
169,0.9,3.3,0,-2.4
170,0,0.6,57,-0.6
171,-1,-3.2,15,2.2
172,-2,-7.2,0,5.2
173,-3,-3.9,55,0.8999999999999999
174,-4,-0.1,0,-3.9
175,-5,-6.1,82,1.0999999999999996
176,-5.9,-6.6,32,0.6999999999999993
177,-6.7,-1.5,0,-5.2
178,-7.3,-5.4,7,-1.8999999999999995
179,-7.8,-6.8,82,-1
180,-8.1,-8.7,97,0.5999999999999996
181,-8.2,-6.7,82,-1.4999999999999991
182,-8,-12.1,0,4.1
183,-7.7,-7.3,97,-0.40000000000000036
184,-7.1,-11,0,3.9000000000000004
185,-6.3,-9.3,7,3.000000000000001
186,-5.3,-5.5,92,0.20000000000000018
187,-4.2,-5.4,85,1.2000000000000002
188,-2.9,-5.5,0,2.6
189,-1.5,1.9,0,-3.4
190,0,-6.3,0,6.3
191,1.5,5.7,0,-4.2
192,3,5.6,0,-2.5999999999999996
193,4.4,4,85,0.40000000000000036
194,5.8,4.9,77,0.8999999999999995
195,7,7.8,70,-0.7999999999999998
196,8,12.3,0,-4.300000000000001
197,8.9,11.8,0,-2.9000000000000004
198,9.5,9.2,100,0.3000000000000007
199,9.9,6.4,0,3.5
Average,28.865
