#,original,noisy,hamming,input delta
75,-5,-5.1,100,0.1
76,-5.9,-6,100,0.1
77,-6.7,-6.6,100,-0.1
78,-7.3,-7.2,97,-0.1
79,-7.8,-7.8,100,0
80,-8.1,-8.1,100,0
81,-8.2,-8.1,100,-0.1
82,-8,-8.1,100,0.1
83,-7.7,-7.7,100,0
84,-7.1,-7.2,100,0.1
85,-6.3,-6.3,100,0
86,-5.3,-5.3,100,0
87,-4.2,-4.2,100,0
88,-2.9,-2.9,100,0
89,-1.5,-1.5,100,0
90,0,-0.1,100,0.1
91,1.5,1.3,92,0.2
92,3,3,100,0
93,4.4,4.4,100,0
94,5.8,5.7,100,0.1
95,7,7,100,0
96,8,8.1,97,-0.1
97,8.9,8.9,100,0
98,9.5,9.5,100,0
99,9.9,9.9,100,0
100,10,10.1,100,-0.1
101,9.9,10.2,100,-0.3
102,9.5,9.5,100,0
103,8.9,8.9,100,0
104,8,8.1,97,-0.1
105,7,7,100,0
106,5.8,5.6,97,0.2
107,4.4,4.4,100,0
108,3,3,100,0
109,1.5,1.5,100,0
110,0,0,100,0
111,-1.5,-1.6,97,0.1
112,-2.9,-3,95,0.1
113,-4.2,-4.2,100,0
114,-5.3,-5.3,100,0
115,-6.3,-6.2,97,-0.1
116,-7.1,-7.1,100,0
117,-7.7,-7.6,100,-0.1
118,-8,-8,100,0
119,-8.2,-8.2,100,0
120,-8.1,-8.1,100,0
121,-7.8,-7.7,100,-0.1
122,-7.3,-7.4,97,0.1
123,-6.7,-6.7,100,0
124,-5.9,-5.6,90,-0.3
125,-5,-5,100,0
126,-4,-4,100,0
127,-3,-3,100,0
128,-2,-2,100,0
129,-1,-1,100,0
130,0,0.1,97,-0.1
131,0.9,0.8,70,0.1
132,1.7,1.5,90,0.2
133,2.3,2.3,100,0
134,2.8,2.9,90,-0.1
135,3.2,3.4,87,-0.2
136,3.4,3.3,100,0.1
137,3.5,3.5,100,0
138,3.5,3.4,100,0.1
139,3.3,3.1,82,0.2
140,3.1,3.1,100,0
141,2.8,2.8,100,0
142,2.4,2.3,87,0.1
143,1.9,1.8,85,0.1
144,1.5,1.5,100,0
145,1.1,1,95,0.1
146,0.7,0.8,95,-0.1
147,0.4,0.4,100,0
148,0.2,0.3,92,-0.1
149,0,0.1,97,-0.1
150,0,0.2,95,-0.2
151,0,0.1,97,-0.1
152,0.2,0.2,100,0
153,0.4,0.4,100,0
154,0.7,0.8,95,-0.1
155,1.1,1.2,95,-0.1
156,1.5,1.5,100,0
157,1.9,2.1,77,-0.2
158,2.4,2.3,87,0.1
159,2.8,3,85,-0.2
160,3.1,3.3,82,-0.2
161,3.3,3.4,100,-0.1
162,3.5,3.3,100,0.2
163,3.5,3.8,92,-0.3
164,3.4,3.6,97,-0.2
165,3.2,3.1,95,0.1
166,2.8,2.8,100,0
167,2.3,2.4,87,-0.1
168,1.7,1.6,92,0.1
169,0.9,0.9,100,0
170,0,0,100,0
171,-1,-0.9,92,-0.1
172,-2,-2,100,0
173,-3,-2.9,95,-0.1
174,-4,-4.1,97,0.1
175,-5,-4.9,100,-0.1
176,-5.9,-5.9,100,0
177,-6.7,-6.8,100,0.1
178,-7.3,-7.4,97,0.1
179,-7.8,-7.8,100,0
180,-8.1,-8.1,100,0
181,-8.2,-8,100,-0.2
182,-8,-8.1,100,0.1
183,-7.7,-7.6,100,-0.1
184,-7.1,-7.1,100,0
185,-6.3,-6.3,100,0
186,-5.3,-5.4,95,0.1
187,-4.2,-3.9,67,-0.3
188,-2.9,-2.9,100,0
189,-1.5,-1.4,97,-0.1
190,0,0.1,97,-0.1
191,1.5,1.5,100,0
192,3,3,100,0
193,4.4,4.4,100,0
194,5.8,5.8,100,0
195,7,6.9,100,0.1
196,8,8,100,0
197,8.9,8.9,100,0
198,9.5,9.3,100,0.2
199,9.9,9.9,100,0
Average,96.085,,,
