#,original,noisy,hamming,input delta
79,-7.8,-7.5,100,-0.3
80,-8.1,-8.4,100,0.3
81,-8.2,-8.4,100,0.2
82,-8,-8.3,100,0.3
83,-7.7,-8.5,97,0.8
84,-7.1,-7.1,100,0
85,-6.3,-6.2,97,-0.1
86,-5.3,-5.3,100,0
87,-4.2,-3.8,65,-0.4
88,-2.9,-2.4,95,-0.5
89,-1.5,-1.7,97,0.2
90,0,-0.4,97,0.4
91,1.5,1.6,97,-0.1
92,3,3,100,0
93,4.4,3.9,82,0.5
94,5.8,5.6,97,0.2
95,7,7.3,80,-0.3
96,8,8,100,0
97,8.9,9.1,100,-0.2
98,9.5,8.6,95,0.9
99,9.9,10.1,100,-0.2
100,10,9.8,100,0.2
101,9.9,9.9,100,0
102,9.5,9.2,100,0.3
103,8.9,8.8,100,0.1
104,8,7.7,77,0.3
105,7,7.2,95,-0.2
106,5.8,6.1,97,-0.3
107,4.4,3.9,82,0.5
108,3,3.6,67,-0.6
109,1.5,2.1,50,-0.6
110,0,-0.3,97,0.3
111,-1.5,-2.4,82,0.9
112,-2.9,-2.7,100,-0.2
113,-4.2,-3.9,67,-0.3
114,-5.3,-5.3,100,0
115,-6.3,-7,57,0.7
116,-7.1,-6.5,75,-0.6
117,-7.7,-8.1,100,0.4
118,-8,-8.7,97,0.7
119,-8.2,-7.5,100,-0.7
120,-8.1,-8.1,100,0
121,-7.8,-8.7,97,0.9
122,-7.3,-7.5,97,0.2
123,-6.7,-6.9,87,0.2
124,-5.9,-5.6,90,-0.3
125,-5,-5.1,100,0.1
126,-4,-3.8,75,-0.2
127,-3,-3.3,72,0.3
128,-2,-2.4,87,0.4
129,-1,-1,100,0
130,0,0.7,55,-0.7
131,0.9,0.5,42,0.4
132,1.7,1.5,90,0.2
133,2.3,2.8,50,-0.5
134,2.8,2.7,87,0.1
135,3.2,3.2,100,0
136,3.4,3.4,100,0
137,3.5,4.4,70,-0.9
138,3.5,3.7,97,-0.2
139,3.3,3.3,100,0
140,3.1,3.1,100,0
141,2.8,3,85,-0.2
142,2.4,2.3,87,0.1
143,1.9,2,92,-0.1
144,1.5,1.3,92,0.2
145,1.1,1.5,82,-0.4
146,0.7,-0.2,55,0.9
147,0.4,0.1,87,0.3
148,0.2,0.4,90,-0.2
149,0,0.3,87,-0.3
150,0,0,100,0
151,0,0,100,0
152,0.2,0.4,90,-0.2
153,0.4,0,85,0.4
154,0.7,0.7,100,0
155,1.1,1.1,100,0
156,1.5,1.3,92,0.2
157,1.9,2.4,45,-0.5
158,2.4,2.6,77,-0.2
159,2.8,3.1,72,-0.3
160,3.1,3.2,95,-0.1
161,3.3,2.8,55,0.5
162,3.5,3.8,92,-0.3
163,3.5,3.7,97,-0.2
164,3.4,3.1,82,0.3
165,3.2,4,72,-0.8
166,2.8,2.9,90,-0.1
167,2.3,2,62,0.3
168,1.7,2.5,10,-0.8
169,0.9,0.3,35,0.6
170,0,0,100,0
171,-1,-1.1,75,0.1
172,-2,-2.1,100,0.1
173,-3,-2.5,95,-0.5
174,-4,-3.5,67,-0.5
175,-5,-4.4,92,-0.6
176,-5.9,-6.2,65,0.3
177,-6.7,-7.3,85,0.6
178,-7.3,-7.1,97,-0.2
179,-7.8,-7.6,100,-0.2
180,-8.1,-9.2,65,1.1
181,-8.2,-8.2,100,0
182,-8,-8.3,100,0.3
183,-7.7,-7.3,97,-0.4
184,-7.1,-6.8,87,-0.3
185,-6.3,-6.4,97,0.1
186,-5.3,-5.5,92,0.2
187,-4.2,-4.7,97,0.5
188,-2.9,-3.1,80,0.2
189,-1.5,-1.2,95,-0.3
190,0,-0.1,100,0.1
191,1.5,1.7,90,-0.2
192,3,2.7,72,0.3
193,4.4,4,85,0.4
194,5.8,5.6,97,0.2
195,7,6.4,97,0.6
196,8,7.4,65,0.6
197,8.9,8.4,92,0.5
198,9.5,9.9,100,-0.4
199,9.9,10.6,95,-0.7
Average,84.71,,,
