#,original,noisy,hamming,input delta
82,-8,-8.3,100,0.3000000000000007
83,-7.7,-7.5,97,-0.20000000000000018
84,-7.1,-6.6,85,-0.5
85,-6.3,-6.2,92,-0.09999999999999964
86,-5.3,-6.2,47,0.9000000000000004
87,-4.2,-4.2,100,0
88,-2.9,-3.9,62,1
89,-1.5,-1.3,85,-0.19999999999999996
90,0,0.8,62,-0.8
91,1.5,1.4,87,0.10000000000000009
92,3,2.8,97,0.20000000000000018
93,4.4,3.9,47,0.5000000000000004
94,5.8,5.6,97,0.20000000000000018
95,7,7.5,70,-0.5
96,8,10.6,52,-2.5999999999999996
97,8.9,9.3,100,-0.40000000000000036
98,9.5,10.3,100,-0.8000000000000007
99,9.9,9.9,100,0
100,10,9.9,100,0.09999999999999964
101,9.9,10,100,-0.09999999999999964
102,9.5,10,100,-0.5
103,8.9,8.3,80,0.5999999999999996
104,8,8.1,90,-0.09999999999999964
105,7,7.6,67,-0.5999999999999996
106,5.8,5.4,92,0.39999999999999947
107,4.4,5.1,67,-0.6999999999999993
108,3,2.7,87,0.2999999999999998
109,1.5,2.2,62,-0.7000000000000002
110,0,0.4,95,-0.4
111,-1.5,0.1,12,-1.6
112,-2.9,-2.9,100,0
113,-4.2,-4.3,95,0.09999999999999964
114,-5.3,-5.7,77,0.40000000000000036
115,-6.3,-7.5,67,1.2000000000000002
116,-7.1,-7.5,97,0.40000000000000036
117,-7.7,-6.9,90,-0.7999999999999998
118,-8,-8.3,100,0.3000000000000007
119,-8.2,-7.9,100,-0.29999999999999893
120,-8.1,-9,90,0.9000000000000004
121,-7.8,-7.8,100,0
122,-7.3,-6.4,75,-0.8999999999999995
123,-6.7,-6.8,97,0.09999999999999964
124,-5.9,-5.7,90,-0.20000000000000018
125,-5,-5,100,0
126,-4,-2,40,-2
127,-3,-3.2,95,0.20000000000000018
128,-2,-0.2,20,-1.8
129,-1,-1.7,52,0.7
130,0,0.5,90,-0.5
131,0.9,0.8,97,0.09999999999999998
132,1.7,1,70,0.7
133,2.3,2,87,0.2999999999999998
134,2.8,2.8,100,0
135,3.2,3.3,100,-0.09999999999999964
136,3.4,3.8,92,-0.3999999999999999
137,3.5,3.2,100,0.2999999999999998
138,3.5,4,82,-0.5
139,3.3,3.3,100,0
140,3.1,3.8,90,-0.6999999999999997
141,2.8,2,57,0.7999999999999998
142,2.4,2.5,100,-0.10000000000000009
143,1.9,1.5,75,0.3999999999999999
144,1.5,0.3,37,1.2
145,1.1,1.4,92,-0.2999999999999998
146,0.7,0.3,72,0.39999999999999997
147,0.4,-0.5,82,0.9
148,0.2,-0.6,77,0.8
149,0,-0.4,92,0.4
150,0,0,100,0
151,0,0.7,67,-0.7
152,0.2,-0.1,92,0.30000000000000004
153,0.4,0.3,100,0.10000000000000003
154,0.7,0.5,77,0.19999999999999996
155,1.1,0.5,62,0.6000000000000001
156,1.5,-0.5,20,2
157,1.9,1.9,100,0
158,2.4,2.1,75,0.2999999999999998
159,2.8,2.5,85,0.2999999999999998
160,3.1,4,80,-0.8999999999999999
161,3.3,1.7,22,1.5999999999999999
162,3.5,5.2,2,-1.7000000000000002
163,3.5,3.9,87,-0.3999999999999999
164,3.4,3.5,100,-0.10000000000000009
165,3.2,2.4,80,0.8000000000000003
166,2.8,3.3,95,-0.5
167,2.3,2.5,85,-0.20000000000000018
168,1.7,0.6,50,1.1
169,0.9,0.3,65,0.6000000000000001
170,0,1.5,32,-1.5
171,-1,0,65,-1
172,-2,-0.6,35,-1.4
173,-3,-5,50,2
174,-4,-5.2,80,1.2000000000000002
175,-5,-5.7,72,0.7000000000000002
176,-5.9,-6.5,62,0.5999999999999996
177,-6.7,-6.8,97,0.09999999999999964
178,-7.3,-8.1,97,0.7999999999999998
179,-7.8,-7.3,97,-0.5
180,-8.1,-9.5,12,1.4000000000000004
181,-8.2,-9.8,0,1.6000000000000014
182,-8,-9.3,40,1.3000000000000007
183,-7.7,-8.2,100,0.4999999999999991
184,-7.1,-8.2,95,1.0999999999999996
185,-6.3,-6.3,100,0
186,-5.3,-4.9,95,-0.39999999999999947
187,-4.2,-3.9,97,-0.30000000000000027
188,-2.9,-2,77,-0.8999999999999999
189,-1.5,-2.4,72,0.8999999999999999
190,0,0.8,62,-0.8
191,1.5,1.5,100,0
192,3,4,80,-1
193,4.4,4.3,97,0.10000000000000053
194,5.8,5.2,95,0.5999999999999996
195,7,7.7,67,-0.7000000000000002
196,8,8.4,70,-0.40000000000000036
197,8.9,8.3,80,0.5999999999999996
198,9.5,9.8,100,-0.3000000000000007
199,9.9,10.4,100,-0.5
Average,79.445
