#,original,noisy,hamming,input delta
99,9.9,9.4,100,0.5
100,10,5,0,5
101,9.9,2.4,0,7.5
102,9.5,8.9,100,0.5999999999999996
103,8.9,14.9,0,-6
104,8,10,60,-2
105,7,6.9,100,0.09999999999999964
106,5.8,2.6,0,3.1999999999999997
107,4.4,-1.9,0,6.300000000000001
108,3,6.5,0,-3.5
109,1.5,2.9,20,-1.4
110,0,-3.7,0,3.7
111,-1.5,0.1,12,-1.6
112,-2.9,-8.5,0,5.6
113,-4.2,-6.4,15,2.2
114,-5.3,-1.7,15,-3.5999999999999996
115,-6.3,-8,65,1.7000000000000002
116,-7.1,-7.6,95,0.5
117,-7.7,-5.6,22,-2.1000000000000005
118,-8,-17.2,0,9.2
119,-8.2,-10.7,0,2.5
120,-8.1,-5.5,15,-2.5999999999999996
121,-7.8,-7.5,97,-0.2999999999999998
122,-7.3,-4.6,0,-2.7
123,-6.7,-13.7,0,6.999999999999999
124,-5.9,-6.4,65,0.5
125,-5,-4.5,95,-0.5
126,-4,-4,100,0
127,-3,-1.7,70,-1.3
128,-2,-4.3,32,2.3
129,-1,1.6,0,-2.6
130,0,-3.7,0,3.7
131,0.9,3.5,0,-2.6
132,1.7,9.1,0,-7.3999999999999995
133,2.3,-0.7,0,3
134,2.8,5.9,0,-3.1000000000000005
135,3.2,1.7,22,1.5000000000000002
136,3.4,1.9,42,1.5
137,3.5,10,0,-6.5
138,3.5,3.8,92,-0.2999999999999998
139,3.3,6.4,0,-3.1000000000000005
140,3.1,1.5,20,1.6
141,2.8,3.9,82,-1.1
142,2.4,0.2,0,2.1999999999999997
143,1.9,2.6,57,-0.7000000000000002
144,1.5,-1,2,2.5
145,1.1,-1.9,0,3
146,0.7,3.9,0,-3.2
147,0.4,-0.6,77,1
148,0.2,3.7,0,-3.5
149,0,1.7,25,-1.7
150,0,3.1,0,-3.1
151,0,0.8,62,-0.8
152,0.2,6.6,0,-6.3999999999999995
153,0.4,0.3,100,0.10000000000000003
154,0.7,-1.9,0,2.5999999999999996
155,1.1,1,97,0.10000000000000009
156,1.5,2.5,37,-1
157,1.9,-4.9,0,6.800000000000001
158,2.4,-0.4,0,2.8
159,2.8,9.8,0,-7.000000000000001
160,3.1,7.2,0,-4.1
161,3.3,9.1,0,-5.8
162,3.5,0.6,0,2.9
163,3.5,8.6,0,-5.1
164,3.4,-2.6,0,6
165,3.2,4.5,35,-1.2999999999999998
166,2.8,1.9,47,0.8999999999999999
167,2.3,3.7,62,-1.4000000000000004
168,1.7,-2.6,0,4.3
169,0.9,0.4,65,0.5
170,0,-6.2,0,6.2
171,-1,8,0,-9
172,-2,3.4,0,-5.4
173,-3,-5,50,2
174,-4,4.6,0,-8.6
175,-5,0.2,0,-5.2
176,-5.9,-6.7,55,0.7999999999999998
177,-6.7,-5.9,55,-0.7999999999999998
178,-7.3,-4.2,0,-3.0999999999999996
179,-7.8,-0.9,0,-6.8999999999999995
180,-8.1,-6,45,-2.0999999999999996
181,-8.2,-5.1,5,-3.0999999999999996
182,-8,-9.2,60,1.1999999999999993
183,-7.7,-9.2,60,1.4999999999999991
184,-7.1,-12,0,4.9
185,-6.3,-5.4,45,-0.8999999999999995
186,-5.3,-5.3,100,0
187,-4.2,-10.4,0,6.2
188,-2.9,-6.4,0,3.5000000000000004
189,-1.5,-0.8,45,-0.7
190,0,-1.6,17,1.6
191,1.5,-0.9,2,2.4
192,3,1.2,2,1.8
193,4.4,8.1,7,-3.6999999999999993
194,5.8,14.3,0,-8.5
195,7,9.9,12,-2.9000000000000004
196,8,12.3,0,-4.300000000000001
197,8.9,6,2,2.9000000000000004
198,9.5,12.8,0,-3.3000000000000007
199,9.9,6.4,2,3.5
Average,29.18
