#,original,noisy,hamming,input delta
96,8,7.3,65,0.7000000000000002
97,8.9,7.1,12,1.8000000000000007
98,9.5,9.3,100,0.1999999999999993
99,9.9,9.7,100,0.20000000000000107
100,10,11.1,72,-1.0999999999999996
101,9.9,10,100,-0.09999999999999964
102,9.5,10.8,85,-1.3000000000000007
103,8.9,8.7,100,0.20000000000000107
104,8,7.4,72,0.5999999999999996
105,7,7.8,62,-0.7999999999999998
106,5.8,5.9,95,-0.10000000000000053
107,4.4,5.7,67,-1.2999999999999998
108,3,3.7,95,-0.7000000000000002
109,1.5,0.5,42,1
110,0,0.8,62,-0.8
111,-1.5,-0.9,52,-0.6
112,-2.9,-3.8,70,0.8999999999999999
113,-4.2,-4.7,87,0.5
114,-5.3,-5,95,-0.2999999999999998
115,-6.3,-7.8,65,1.5
116,-7.1,-7.2,100,0.10000000000000053
117,-7.7,-6.9,90,-0.7999999999999998
118,-8,-8.1,100,0.09999999999999964
119,-8.2,-10.1,0,1.9000000000000004
120,-8.1,-7.8,100,-0.2999999999999998
121,-7.8,-8.3,100,0.5000000000000009
122,-7.3,-7,95,-0.2999999999999998
123,-6.7,-5.8,50,-0.9000000000000004
124,-5.9,-6.8,52,0.8999999999999995
125,-5,-3.2,55,-1.7999999999999998
126,-4,-3,65,-1
127,-3,-2.6,92,-0.3999999999999999
128,-2,-2.3,87,0.2999999999999998
129,-1,-1.1,92,0.10000000000000009
130,0,0.4,95,-0.4
131,0.9,0,60,0.9
132,1.7,2.3,57,-0.5999999999999999
133,2.3,2.8,70,-0.5
134,2.8,3.9,82,-1.1
135,3.2,4.9,12,-1.7000000000000002
136,3.4,3.4,100,0
137,3.5,4.3,37,-0.7999999999999998
138,3.5,3.5,100,0
139,3.3,4.9,12,-1.6000000000000005
140,3.1,2.8,97,0.30000000000000027
141,2.8,2.6,90,0.19999999999999973
142,2.4,1.8,47,0.5999999999999999
143,1.9,2.2,87,-0.30000000000000027
144,1.5,0.7,65,0.8
145,1.1,-0.1,50,1.2000000000000002
146,0.7,-1.1,30,1.8
147,0.4,-0.3,90,0.7
148,0.2,1,60,-0.8
149,0,-1.8,17,1.8
150,0,-0.6,82,0.6
151,0,1.3,50,-1.3
152,0.2,-1.2,45,1.4
153,0.4,-0.3,90,0.7
154,0.7,-1.1,30,1.8
155,1.1,-0.6,35,1.7000000000000002
156,1.5,2.5,37,-1
157,1.9,0.7,42,1.2
158,2.4,1.3,20,1.0999999999999999
159,2.8,2.6,90,0.19999999999999973
160,3.1,3,100,0.10000000000000009
161,3.3,5.5,2,-2.2
162,3.5,4,82,-0.5
163,3.5,2.9,97,0.6000000000000001
164,3.4,1.1,0,2.3
165,3.2,2.2,55,1
166,2.8,2.1,60,0.6999999999999997
167,2.3,2.5,85,-0.20000000000000018
168,1.7,1.3,75,0.3999999999999999
169,0.9,0.5,70,0.4
170,0,1.8,20,-1.8
171,-1,-1.6,52,0.6000000000000001
172,-2,-0.8,45,-1.2
173,-3,-3.3,92,0.2999999999999998
174,-4,-4.6,87,0.5999999999999996
175,-5,-3.5,62,-1.5
176,-5.9,-7.1,42,1.1999999999999993
177,-6.7,-6.2,75,-0.5
178,-7.3,-8,97,0.7000000000000002
179,-7.8,-7.4,97,-0.39999999999999947
180,-8.1,-7.6,100,-0.5
181,-8.2,-8.4,100,0.20000000000000107
182,-8,-7.7,100,-0.2999999999999998
183,-7.7,-8.4,100,0.7000000000000002
184,-7.1,-6.9,95,-0.1999999999999993
185,-6.3,-6.1,87,-0.20000000000000018
186,-5.3,-3.9,80,-1.4
187,-4.2,-4.5,90,0.2999999999999998
188,-2.9,-4.2,60,1.3000000000000003
189,-1.5,-2.1,85,0.6000000000000001
190,0,-0.5,87,0.5
191,1.5,0.8,70,0.7
192,3,4.1,67,-1.0999999999999996
193,4.4,4.4,100,0
194,5.8,6.7,92,-0.9000000000000004
195,7,7.4,80,-0.40000000000000036
196,8,8.7,60,-0.6999999999999993
197,8.9,9.9,100,-1
198,9.5,9.7,100,-0.1999999999999993
199,9.9,10.3,100,-0.40000000000000036
Average,69.3
