#,original,noisy,hamming,input delta
116,-7.1,-7.1,100,0
117,-7.7,-7.6,100,-0.10000000000000053
118,-8,-8,100,0
119,-8.2,-8.2,100,0
120,-8.1,-8.1,100,0
121,-7.8,-7.7,100,-0.09999999999999964
122,-7.3,-7.4,100,0.10000000000000053
123,-6.7,-6.7,100,0
124,-5.9,-5.6,67,-0.3000000000000007
125,-5,-5,100,0
126,-4,-4,100,0
127,-3,-3,100,0
128,-2,-2,100,0
129,-1,-1,100,0
130,0,0.1,67,-0.1
131,0.9,0.8,77,0.09999999999999998
132,1.7,1.5,45,0.19999999999999996
133,2.3,2.3,100,0
134,2.8,2.9,90,-0.10000000000000009
135,3.2,3.4,65,-0.19999999999999973
136,3.4,3.3,77,0.10000000000000009
137,3.5,3.5,100,0
138,3.5,3.4,87,0.10000000000000009
139,3.3,3.1,70,0.19999999999999973
140,3.1,3.1,100,0
141,2.8,2.8,100,0
142,2.4,2.3,75,0.10000000000000009
143,1.9,1.8,67,0.09999999999999987
144,1.5,1.5,100,0
145,1.1,1,72,0.10000000000000009
146,0.7,0.8,82,-0.10000000000000009
147,0.4,0.4,100,0
148,0.2,0.3,75,-0.09999999999999998
149,0,0.1,67,-0.1
150,0,0.2,35,-0.2
151,0,0.1,67,-0.1
152,0.2,0.2,100,0
153,0.4,0.4,100,0
154,0.7,0.8,82,-0.10000000000000009
155,1.1,1.2,85,-0.09999999999999987
156,1.5,1.5,100,0
157,1.9,2.1,57,-0.20000000000000018
158,2.4,2.3,75,0.10000000000000009
159,2.8,3,62,-0.20000000000000018
160,3.1,3.3,70,-0.19999999999999973
161,3.3,3.4,77,-0.10000000000000009
162,3.5,3.3,67,0.20000000000000018
163,3.5,3.8,82,-0.2999999999999998
164,3.4,3.6,85,-0.20000000000000018
165,3.2,3.1,82,0.10000000000000009
166,2.8,2.8,100,0
167,2.3,2.4,75,-0.10000000000000009
168,1.7,1.6,70,0.09999999999999987
169,0.9,0.9,100,0
170,0,0,100,0
171,-1,-0.9,82,-0.09999999999999998
172,-2,-2,100,0
173,-3,-2.9,87,-0.10000000000000009
174,-4,-4.1,97,0.09999999999999964
175,-5,-4.9,100,-0.09999999999999964
176,-5.9,-5.9,100,0
177,-6.7,-6.8,100,0.09999999999999964
178,-7.3,-7.4,100,0.10000000000000053
179,-7.8,-7.8,100,0
180,-8.1,-8.1,100,0
181,-8.2,-8,100,-0.1999999999999993
182,-8,-8.1,100,0.09999999999999964
183,-7.7,-7.6,100,-0.10000000000000053
184,-7.1,-7.1,100,0
185,-6.3,-6.3,100,0
186,-5.3,-5.4,100,0.10000000000000053
187,-4.2,-3.9,97,-0.30000000000000027
188,-2.9,-2.9,100,0
189,-1.5,-1.4,97,-0.10000000000000009
190,0,0.1,67,-0.1
191,1.5,1.5,100,0
192,3,3,100,0
193,4.4,4.4,100,0
194,5.8,5.8,100,0
195,7,6.9,100,0.09999999999999964
196,8,8,100,0
197,8.9,8.9,100,0
198,9.5,9.3,100,0.1999999999999993
199,9.9,9.9,100,0
Average,91.105
