#,original,noisy,hamming,input delta
100,10,9.5,100,0.5
101,9.9,11,100,-1.0999999999999996
102,9.5,8.6,100,0.9000000000000004
103,8.9,9.7,100,-0.7999999999999989
104,8,8,100,0
105,7,7.3,95,-0.2999999999999998
106,5.8,5.8,100,0
107,4.4,4,72,0.40000000000000036
108,3,3,100,0
109,1.5,2,0,-0.5
110,0,-1.1,2,1.1
111,-1.5,-0.6,25,-0.9
112,-2.9,-2.4,87,-0.5
113,-4.2,-3.5,60,-0.7000000000000002
114,-5.3,-4.7,97,-0.5999999999999996
115,-6.3,-6.2,100,-0.09999999999999964
116,-7.1,-7.7,100,0.6000000000000005
117,-7.7,-8.1,100,0.39999999999999947
118,-8,-7.8,100,-0.20000000000000018
119,-8.2,-9.1,100,0.9000000000000004
120,-8.1,-8.4,100,0.3000000000000007
121,-7.8,-7.3,100,-0.5
122,-7.3,-7.6,100,0.2999999999999998
123,-6.7,-7,100,0.2999999999999998
124,-5.9,-5.8,100,-0.10000000000000053
125,-5,-3.9,97,-1.1
126,-4,-3.1,42,-0.8999999999999999
127,-3,-1.4,27,-1.6
128,-2,-1.9,100,-0.10000000000000009
129,-1,-1.1,95,0.10000000000000009
130,0,-0.6,7,0.6
131,0.9,0.9,100,0
132,1.7,1.1,2,0.5999999999999999
133,2.3,2.2,72,0.09999999999999964
134,2.8,2.8,100,0
135,3.2,3.3,87,-0.09999999999999964
136,3.4,3.9,57,-0.5
137,3.5,3.9,70,-0.3999999999999999
138,3.5,3.6,97,-0.10000000000000009
139,3.3,4.1,30,-0.7999999999999998
140,3.1,2.8,32,0.30000000000000027
141,2.8,3.4,7,-0.6000000000000001
142,2.4,2.8,42,-0.3999999999999999
143,1.9,2.7,2,-0.8000000000000003
144,1.5,0.1,0,1.4
145,1.1,2.8,0,-1.6999999999999997
146,0.7,0,0,0.7
147,0.4,1.2,2,-0.7999999999999999
148,0.2,0.4,62,-0.2
149,0,-0.9,2,0.9
150,0,1,0,-1
151,0,-0.4,47,0.4
152,0.2,1,0,-0.8
153,0.4,0.5,85,-0.09999999999999998
154,0.7,0.8,82,-0.10000000000000009
155,1.1,1.4,20,-0.2999999999999998
156,1.5,1.8,30,-0.30000000000000004
157,1.9,2.3,25,-0.3999999999999999
158,2.4,2.8,42,-0.3999999999999999
159,2.8,2.2,12,0.5999999999999996
160,3.1,2.9,42,0.20000000000000018
161,3.3,3.3,100,0
162,3.5,2.2,0,1.2999999999999998
163,3.5,3.4,87,0.10000000000000009
164,3.4,3.5,87,-0.10000000000000009
165,3.2,2.5,0,0.7000000000000002
166,2.8,3.8,2,-1
167,2.3,1.8,7,0.4999999999999998
168,1.7,1.5,45,0.19999999999999996
169,0.9,1.1,45,-0.20000000000000007
170,0,-0.9,2,0.9
171,-1,-0.8,77,-0.19999999999999996
172,-2,-2.2,97,0.20000000000000018
173,-3,-3.2,97,0.20000000000000018
174,-4,-4.8,97,0.7999999999999998
175,-5,-5.3,97,0.2999999999999998
176,-5.9,-6.7,37,0.7999999999999998
177,-6.7,-6.2,95,-0.5
178,-7.3,-6.7,100,-0.5999999999999996
179,-7.8,-7.9,100,0.10000000000000053
180,-8.1,-7.3,100,-0.7999999999999998
181,-8.2,-8.9,100,0.7000000000000011
182,-8,-7.4,100,-0.5999999999999996
183,-7.7,-7.6,100,-0.10000000000000053
184,-7.1,-7.2,100,0.10000000000000053
185,-6.3,-6.9,95,0.6000000000000005
186,-5.3,-5.5,100,0.20000000000000018
187,-4.2,-4.5,100,0.2999999999999998
188,-2.9,-3,87,0.10000000000000009
189,-1.5,-1.7,92,0.19999999999999996
190,0,-0.5,27,0.5
191,1.5,0.8,0,0.7
192,3,3.6,15,-0.6000000000000001
193,4.4,4.9,60,-0.5
194,5.8,4.9,65,0.8999999999999995
195,7,7.6,70,-0.5999999999999996
196,8,7.4,17,0.5999999999999996
197,8.9,8.6,100,0.3000000000000007
198,9.5,9,100,0.5
199,9.9,10.4,100,-0.5
Average,65.365
